Label,Text
Happy,"there, were, amused, smiles"
Happy,"i, m, standing, in, front, of, an, work, of, art"
Happy,"you, re, lucky"
Happy,"after, making, an, effort, to, enter, at, university, i, found, a, course, and, a, school, of, higher, education, which, were, with, my, experience, and"
Happy,"look, behind, us, at, the, mountains, they, re, pink"
Happy,"you, re, welcome, did, you, have, a, good, time, on, this, vacation"
Happy,"talking, with, a, nice, girl"
Happy,congratulations
Happy,"when, fell, in, love, with, my, present, girlfriend"
Happy,"my, friend, had, organized, a, birthday, party, for, me, secretly"
Happy,"i, now, feel, like, mi, finally, in, a, position, to, decide, whether, to, indulge, in, joyful, and, claim, my, free, chocolate, bar"
Happy,"when, i, began"
Happy,"i, had, stayed, for, months, without, seeing, mother, because, our, holidays, were, short, and, my, home, is, far, some, times"
Happy,"he, had, seen, beyond, the, excitement, of, being, approached, for, his, first, book, he, already, it, on, the"
Happy,"getting, the, top, price, in, the, football"
Happy,"good, idea, can, i, bring, some, music, from, that, period, too"
Happy,"when, i, saw, that, i, had, passed, an, exam, it, was, the, last, chance, and, there, was, a, lot, at"
Happy,"day, before, yesterday, my, mother, bought, me, a, new, pair, of, shoes"
Happy,"i, ca, an't, believe, they, would, play, so, good"
Happy,"when, my, affairs, with, the, girl, i, love, settled"
Happy,"e, they, take, young"
Happy,"i, have, a, feeling, that, the, smell, is, not, going, to, be, pleasant"
Happy,"i, m, glad, when, i, have, good, relations, with, my, colleagues, and, most, of, all, when, we, are, at, a"
Happy,"i, was, in, a, restaurant, with, my, boyfriend, when, i, saw, my, best, female, friend, after, not, seeing, her, for, two, weeks, we, rejoiced"
Happy,"and, i, m, really, excited, about, it, and, there, s, lots, of, interest"
Happy,"when, i, got, my, drivers"
Happy,"after, a, busy, day, i, went, back, to, my, hostel, i, closed, the, door, and, had, a, drink"
Happy,"a, boy, i, had, been, so, much, asked, me, to, go, out, with, him"
Happy,"when, i, was, selected, at, x"
Happy,"drove, past, and, felt, a, terrible, anger, replace, his, elation"
Happy,"i, d, be, delighted, to"
Happy,"she, was, interrupted, by, another"
Happy,"i, feel, like, i, ought, to, be, working, on, casual, but, that, something, that, is, potentially, stressful, so, there, wont, be, any, update, tomorrow"
Happy,"he, was, gleeful, about, the, idea, of, a, e, production, in, where, he, as, a, singing, ballads, and, a, song, about, a, blue"
Happy,she
Happy,"said, they, were, delighted, to, see, many, of, their, reflected, in, the, government, s, approach"
Happy,"but, was, at, him"
Happy,"during, the, Christmas, holidays"
Happy,"reached, in, a, state, of, high, excitement, only, to, find, that, constable, was, in, London"
Happy,"nodded, and, stared, where, an, was, trying, to, calm, an, excited, horse"
Happy,"you, re, right, i, would, have, to, travel, to, the, city, at, least, once, a, week, to, go, shopping, and, see, friends, i, would, hate, living, in, the, country"
Happy,"before, Christmas, i, got, to, know, a, girl, but, our, relationship, could, not, before, the, holiday, therefore, it, was, a, big, surprise, to, get, a, carefully, present, from, her, our, relationship, grew"
Happy,"the, children, were, watching, TV"
Happy,"i, really, feel, that, mi, the, least, talented, person, on, the, stage, but, somehow, god, uses, my, talent, for, his, glory"
Happy,"thank, you, so, what, do, you, think, would, we, have, a, good, time"
Happy,"you, re, pleased, about, his, engagement, he, told, me, that, some, time, ago, and, you, I've, as, good, as, admitted, it, tonight"
Happy,"the, birth, of, my, child"
Happy,"that, s, fantastic, thank, you"
Happy,"a, meeting, with, the, family, and, the, friends, i, felt, dear, and, loved"
Happy,"my, boyfriend, made, me, a"
Happy,"she, supposed, she, ought, to, feel"
Happy,"our, only, elder, sister, got, married, and, started, having, pains, in, her, abdomen, and, she, was, told, that, she, could, not, have, children, to, our, she, had, a, baby, 2, months, back"
Happy,"i, received, the, message, that, i, d, been, accepted, at, the, school, where, i, really, wanted, to"
Happy,"in, the, evening"
Happy,"i, feel, if, not, resolved, soon, enough, will, have, a, effect, on, all, the, hard, work, my, girlfriend, and, i, have, put, into, our, relationship"
Happy,"to, my, closest, family"
Happy,"two, weeks"
Happy,"sounds, great, to, me, if, they, are, willing"
Happy,"the, three, of, them, started, walking"
Happy,"how, about, going, to, hear, a, singer, tonight"
Happy,"my, pleasure"
Happy,"when, i, was, that, i, had, been, accepted, as, a, psychology, student"
Happy,"the, London, women, s, centre, are, pleased, to, announce, that, the, language, classes, for, adults, will, continue, with, nigh, on, Fridays, from, 1030, am, to, starting, on, 7"
Happy,"i, m, absolutely, delighted, that, we, achieved, what, we, set, out, to, do, at, the, beginning, of, the, week"
Happy,"i, wrote, a, difficult, exam, at, one, time, while, in, my, school, when, the, results, were, announced, on, the, radio"
Happy,"i, feel, rich, indeed"
Happy,"expressing, his, delight, at, being"
Happy,"it, s, fun"
Happy,"getting, a, phone, call, from, a, very, old, friend"
Happy,"sure, so, what, about, you, do, you, have, any, hobbies"
Happy,"my, last, midterm, a, decent"
Happy,"e, how, pleased, your, uncle, will, be"
Happy,"when, i, met, my, girlfriend, i, had, not, counted, on"
Happy,"i, do, feel, like, a, trip, to, Florida, on, such, a, gloomy, day, in, new, york"
Happy,"so, am, i, going, to, see, you, at, the, party"
Happy,"got, through, first, semester, university"
Happy,"i, feel, the, reason, were, apart, of, each, others, lives, is, because, mi, in, his, to, help, him, become, something, to, push, him, to, succeed, and, be, successful, and, happy"
Happy,"i, guess, the, good, news, is, i, feel, calm, now, i, think, i, just, needed, to, get, this, off, my, chest"
Happy,"we, should, come, here, more, often"
Happy,"he, was, a, professional, now"
Happy,"i, enjoy, oil, painting, i, learned, it, in, one, of, my, extra, classes, in, college"
Happy,"when, my, daughter, gave, her, solo, dance, performance, in, and, there, was, a, big, applause"
Happy,"thanks, i, just, got, back, from, summer, camp"
Happy,"when, i, qualified, for, form, i, i, was, one, of, the, three, pupils, who, qualified, for, form, i, that, year"
Happy,"for, a, girl, brought, up, in, a, christian, science, home, there, was, a, certain, kind, of, excitement, about, medicine"
Happy,"when, i, was, accepted, for, my, third, year, at, my, former, secondary, school"
Happy,"thank, you, i, begin, to, like, english, even, when, i, was, a, child"
Happy,"she, was, pleased, at, how, low, her, voice, was"
Happy,"i, feel, that, things, i, learn, in, my, course, so, useful, right, now"
Happy,"i, received, an, unexpected, on, an, engineering, midterm, i, did, not, study, nearly, as, much, as, i, should, have, and, it, was, a, difficult"
Happy,"i, met, a, dear, friend, of, mine, after, a, long, time, i, expressed, my, feelings, in, our, own, usual, way"
Happy,"i, was, in, a, comfortable, place"
Happy,"i, m, delighted, that, you, I've, been, able, to, come, along, at, such, short, notice"
Happy,"he, s, just, happy, to, get, on, with, it"
Happy,"when, i, was, selected, to, the, university, of"
Happy,"i, am, pleased, that, they, have, responded, very, positively"
Happy,"i, feel, like, going, for, a, drink"
Happy,"i, enjoyed, his, excitement, with, politics"
Happy,"yes, how, about, you"
Happy,"i, remember, feeling, so, and, at, ease, because, even, though, we, had, just, a, few, minutes, of, good, light, i, felt, your, confidence, and, determination, to, get, the, best, possible, shots, and, that, made, all, the, difference, in, the, world, to, me"
Happy,"it, is, such, a, nice, place"
Happy,"the, weather, in, is, just, beautiful"
Happy,"when, i, heard, that, a, close, relative, of, mine, had, given, birth, at, a, very, young, age"
Happy,"were, not, pleased, to, find, that, their, apartment, blocks, had, overnight, become, the, property, of, the"
Happy,"when, i, was, selected, to, come"
Happy,"i, felt, joy, when, i, passed, my, school, certificate, of"
Happy,"yeah, where, there, is, a, will"
Happy,"my, father, promoted, to, be, a"
Happy,"come, on, in, i, am, so, glad, you, are, here, we, have, been, expecting, you"
Happy,ha
Happy,"i, am, of, gaining, a, feeling, of, responsibility, from, the, planning, of, this, event, as, well, as, commitment"
Happy,"i, m, always, happy, when, i, m, wearing, trousers, and, a, jacket, that, covers, my, bum"
Happy,"got, in, touch, with, earlier, friends, after, a, long"
Happy,"had, a, nice, letter, from, my, close, friend"
Happy,"we, feel, at, this, point, actually, quite, exhilarated"
Happy,"you, are, afraid, and, full, of, excitement, at, thoughts, of, what, you, might, find"
Happy,"so, we, re, quite, excited, about, it, and, also, it, s, quite, a, major, problem"
Happy,"just, like, heading, for, the, of"
Happy,"when, they, told, me, that, i, had, been, admitted, to, the, faculty, of, medicine"
Happy,"when, i, entered, university"
Happy,"i, can, see, you, re, pleased, with, yourself, e"
Happy,"i, enjoyed, the, feeling, of, belonging, and, the, sense, that, i, was, recognised, and, somehow, valuable"
Happy,"the, day, i, received, the, key, of, my, apartment, and, we, could, enter, in, it"
Happy,"when, i, attended, my, cousin, s, 31st, birthday"
Happy,"when, i, was, admitted, to, the, higher"
Happy,"when, the, parents, of, my, girlfriend, gave, permission, to, spend, our, holiday"
Happy,"that, s, my, favourite"
Happy,"all, right, say, cheese"
Happy,"sure, where, shall, i, meet, you"
Happy,"do, you, want, to, go, to, the, beach, tonight"
Happy,"hearing, my, girlfriend, accept, my, offer, of"
Happy,"my, neighbour, was, not, able, to, set, his, car, in, motion, because, it, had, heavily, i, helped, him, he, was, thankful, and, invited, me"
Happy,"mi, tired, but, i, feel, fabulous, and, i, am, so, freaking, proud, of, myself, at, this, moment, for, continuing, to, push, myself, to, train, and, to, get, so, far, out, of, my, comfort, zone"
Happy,"the, beginning, of, my, relations, with, my, current, girlfriend"
Happy,"in, the, escalator"
Happy,"somehow, she, over, her, excitement"
Happy,"receiving, a, much, wanted, letter, from, a, very, good, friend, who, lives"
Happy,"i, got, a, fairly, large, amount, of, my, taxes, back"
Happy,"his, amusement, at, the, scene, was"
Happy,"when, my, older, sister, told, us, that, she, was, thinking, of, joining, the, rest, of, the, family, for, the, winter, sports"
Happy,"when, my, father, bought, me, a"
Happy,"cast, one, happy, glance, at, the, delight, on, the, other, two, faces"
Happy,"it, was, in, December, last, year, that, i, was, chosen, to, come, to, this, institution, to, study, as, a, medical"
Happy,"i, actually, feel, hopeful, today"
Happy,"when, i, was, selected, for, the, university"
Happy,"even, falling, asleep, as, he, was"
Happy,"my, sister, and, brother, in, law, returned, from, Lanka, where, they, adopted, a, child, i, went, to, pick, them, up, at, the"
Happy,"i, felt, it, when, i, received, a, letter, telling, that, i, had, been, in, a, national, of, i, felt, happy, and, about, it"
Happy,"he, seemed, pleased, to, remind, us, of, yet, more, evidence, of, s, modernity"
Happy,"when, i, got, a, message, that, i, was, employed, as, a, nurse, at, a"
Happy,"after, 10, days, of, hard, work, and, having, suffered, many, changes, i, passed, my, last, exam"
Happy,"i, could, an't, agree, with, you, more"
Happy,"when, i, among, sharks, and, the, coloured, fish, on, the, outer, of"
Happy,"in, when, i, was, in, the, 12th, standard"
Happy,"i, understand, that, any, of, my, extremely, positive, and, there, are, some, are, by, my, weakness, and, subconsciously, some, people, are, up, to, feel, superior, to, others, and, thereby, treat, them, differently"
Happy,"that, s, great, what, s, on, tonight"
Happy,"i, won, a, sport"
Happy,"OK, i, ll, bring, one, to, you, next, time"
Happy,"i, have, tickets, to, the, of, the, opera, on, Friday, night, would, you, like, to, go"
Happy,"when, i, passed, exams, to, enter, the, school, of, medicine"
Happy,"china, winning, the, Asian, games"
Happy,"but, do, i, take, delight, in, pushing, you, down"
Happy,"when, i, heard, that, i, had, passed, my, final, examination, at, school, success"
Happy,"once, a, week, i, work, as, a, volunteer, in, a, garden, this, work, in, the, garden, and, the, contact, with, other, volunteers, filled, me, with, joy, they, also, gave, me, support, after, i, failed, passing, my, driver, s"
Happy,"it, was, a, great, idea, to, spend, a, day, watching, a, game"
Happy,"i, am, especially, interested, in, hearing, your, thoughts, or, perspective, on, what, you, read, about, how, men, and, women, feel, respected, or, lived"
Happy,"do, you, want, to, borrow, my, coat, i, have, a, black, coat, that, would, look, on, you"
Happy,"that, s, really, interesting"
Happy,"this, was, when, the, girl, i, was, in, love, with, accepted, my, proposal, and, everything, went, smoothly"
Happy,"i, like, the, way, that, the, gifts, i, get, increasingly, more"
Happy,"e, we, are, not, happy, that, the, group, is, meeting, fan, and, will, demand, an, explanation, from, the"
Happy,"look, at, that, big, tree, over, there"
Happy,"that, s, good, do, you, live, near, here"
Happy,"when, i, took, my, entrance, exams, successfully, and, also, when, i, got, my, school, leaving, certificate, because, the, ceremony, was, extremely"
Happy,"e, can, i, help, you, she, asked"
Happy,"that, was, what, i, felt, when, i, was, finally, accepted, in, the, conservatory, after, i, had, applied, a, couple, of, years"
Happy,"i, feel, like, vie, been, held, back, a, lot, this, summer, with, soccer, and, my, nom, not, trusting, me"
Happy,"finding, out, that, the, person, i, love, understands, me"
Happy,"moss, is, a, contented, artist, until, he, an, note, from, strophe"
Happy,"the, concert, was, really, great"
Happy,"finding, out, that, i, am, not, ill, not"
Happy,"are, you, serious, that, will, be, wonderful"
Happy,"but, when, he, stepped, up, on, to, the, s, for, the, opening, production, of, a, new, season"
Happy,"waking, in, morning, morning, and, having, whole, day, to"
Happy,"i, forgot, what, i, put, up, with, in, that, case"
Happy,"he, had, an't, sounded, very, pleased, about, something, that, made, two, of, them"
Happy,"thank, you, i, am, very, excited"
Happy,"i, feel, more, superior, dead, chicken, or, grieving, child"
Happy,"i, feel, pretty, mellow, so, far, about, whatever, healing, process, may, be, getting"
Happy,"i, leave, the, nursing, home, each, week, feeling, so, joyful, and, ready, to, come, back, again"
Happy,"when, i, was, admitted, to, a, certain, school, as, a, student"
Happy,"it, was, when, i, was, allowed, to, take, my, wife, away, from, her, parents, after, being, refused, for, three, times, on, grounds, that, she, should, first, write, her, examination"
Happy,"after, a, weekend, at, a, i, saw, my, husband, again, i, home, hoping, he, would, be, there, we, i, enjoyed, feeling, his"
Happy,"when, after, an, overwhelming, anxiety, and"
Happy,"my, pleasure, have, you, seen, the, movie, yet"
Happy,"good, bye"
Happy,"i, I've, seen, it, so, many, times, in, books"
Happy,"being, with, my, family, after, not, having, seen, them, for, 5, years"
Happy,"when, i, learnt, that, i, could, do, further, studies, at, the, Chinese, university"
Happy,"being, asked, to, go, out, by, someone, i, care"
Happy,"mi, going, to, go, do, my, anti, dance, flow, now, and, if, i, feel, eager, since, ill, be, on, the, anyhow, i, might, even, do, a, few, of, grow, a, spine"
Happy,"when, i, drove, partially, across, the, country, with, my, father, we, stopped, in, a, few, and, stayed, overnight, in, the, joy, i, got, was, from, the, i, felt, and, the, real, beauty, of, the"
Happy,"during, his, fishing, time, though, it, was, sheer, delight, for, him"
Happy,"doing, well, in, the, exam"
Happy,"when, my, father, managed, to, begin, a, life, after, the, divorce, from, my, mother, resulting, in, a, new, little, sister, for, me"
Happy,"sat, with, a, contented, smile, on, her, face, during, this, while, mother, repressed, her, irritation, and, anger, with, her, husband, s, remarks"
Happy,"i, m, not, you, you, e, re, full, of, energy, every, day"
Happy,"overjoyed, at, the, prospect"
Happy,"a, person, with, whom, i, had, been, on, bad, terms"
Happy,"when, i, thought, that, my, high, school, love, and, i, had, a, mutual"
Happy,"the, day, i, learnt, that, i, had, been, admitted, to, the, university"
Happy,"i, feel, only, love, yesterday, it, brought, tears, to, my, eyes, to, hear, him, say, that, today, i, realize, that, it, was, why, it, was, so, special, to, be, with, them, i, was, surrounded, by, love"
Happy,"look, very, smart, today"
Happy,"when, i, heard, that, i, had, passed, primary, school, leaving, certificate, and, was, selected, to, go, for, secondary"
Happy,"yes, i, be, won, the, first, prize, in, the, mat, contest"
Happy,"thank, you"
Happy,"when, i, was, with, someone, i, love"
Happy,"e, in, my, youth"
Happy,"i, love, this, art, exhibition"
Happy,"that, was, soon, after, the, results, of, the, interview, which, nearly, 9"
Happy,"finding, out, i, was, chosen, for, the, english, lectures"
Happy,"getting, my, kitten"
Happy,"i, have, a, serious, question, for, some, of, you, why, do, you, feel, it, is, OK, to, support, a, healthcare, plan, that, on, beliefs"
Happy,and
Happy,wow
Happy,"that, s, wonderful"
Happy,"e, s, delight, in, Thomas, made, your, mother, very, happy"
Happy,"i, really, enjoy, the, beach, in, the, summer"
Happy,"i, was, happy, to, hear, that, my, sister, had, won, a, prize, at, running"
Happy,"to, be, able, to, prepare, myself, better, for, an, important, examination"
Happy,"my, son, was, registered, to, get, admission, in, grade, one, of, the, primary, school, the, chances, of, him, getting, a, place, there, was, two, weeks, later, i, was, informed, that, he, had, been"
Happy,"wow, i, ca, an't, believe, i, m, standing, here"
Happy,"spending, the, with, close, friends"
Happy,"i, cant, explain, how, i, truly, feel, but, some, words, that, some, of, my, me, ness, currently, ecstatic, happy, bouncy, relieved, in, a, mood, to, dance, wanting, chocolate, wanting, to, right, now, smiley, and, about, here, i, lose, words, that, express, but, bah, so, emo"
Happy,"first, public"
Happy,"there, is, nothing, good, at, the, e, s, do, something, you, like, to, go, to, a, concert"
Happy,"being, invited, out, by, a, person, i, wished, to, get, closer, to, he, and, invited, me, to, go, out, with, him, the, next"
Happy,"guy, s, mouth, kicked, up, at, one, corner, in, a, amused, smile"
Happy,"i, was, filled, with, joy, when, i, heard, that, i, had, been, selected, for, a, university, course"
Happy,"when, i, was, told, that, they, had, got, tickets, for, me, for, a, film, marathon, i, wanted, to"
Happy,"yes, i, like, cooking, very, much, i, got, this, hobby, when, i, was, 12, years, sold"
Happy,"i, want, to, try, something, exciting"
Happy,"that, sounds, so, interesting, i, wish, i, learned, a, hobby"
Happy,"i, like, this, i, love"
Happy,"i, watched, and, serenity, again, lately, as, id, given, up, on, it, with, mixed, feelings, before, and, it, seems, to, be, quite, popular"
Happy,"i, could, an't, wait, for, the, pictures, to, come, out"
Happy,"but, he, was, dismayed, at, their, delight, in, and, attitude, to, the, rubbish, in, the, papers"
Happy,"with, a, wide"
Happy,"i, would, love, to, hear, the, birds, singing, and, feel, the, fresh, breeze, on, my, face, when, the, wind, blows, in, the, city"
Happy,"were, still, the, of, the"
Happy,"the, very, idea, is, and, i, was, overjoyed, to, see, that, you, believed, me"
Happy,"the, participants, in, folk, dance, can, and, certainly, do, show, elation"
Happy,"when, i, learnt, that, i, had, been, accepted, at, the, medical, school"
Happy,"when, i, found, our, my, mother, did, an't, have, cancer"
Happy,"her, excitement, in, her, eyes, as, she, showed, him, her, sketches"
Happy,"i, feel, this, helps, create, rich, and, a, touch, of, mystery, to, an, outfit"
Happy,"when, i, had, my, children"
Happy,"the, day, i, got, a, letter, from, the, informing, me, that, i, had, been, awarded, the, junior, research"
Happy,"i, to, a, students, in, a, gospel, camp, they, thus, knew, more, about, god, and, made, up, their, minds, to, believe, in"
Happy,"my, 21st, birthday, celebration"
Happy,"that, s, a, great, idea, it, s, the, best, season, for, in, Florida, you, can, also, get, a, good, there"
Happy,"i, felt, joy, when, my, boyfriend, proposed, to, me, in"
Happy,"dear, lord"
Happy,"it, s, so, relaxing"
Happy,"when, my, elder, sister, had, a, baby, girl, she, was, the, first, girl, in, the, family, after, 19, years, of, baby"
Happy,"when, i, discovered, that, i, and, my, friend, would, be, at, the, first, call, this, emotion, was, accompanied, by, a, great, relief, it, was, the, of, a, year, of, sacrifice, and, discipline"
Happy,"mi, feeling, strong, healthy, motivated, and, just, overall, positive, about, everything"
Happy,"i, thought, that, i, had, failed, an, examination"
Happy,"do, you, have, a, delight, in, animals, and, skill, in, their, management"
Happy,wow
Happy,"you, re, right"
Happy,"i, was, sitting, for, an, exam, in"
Happy,"when, did, you, learn, to, dance"
Happy,"when, i, had, a, good, result, in, the, certificate, examination"
Happy,"is, particularly, pleased, that, its, own, employees, can, participate, in, these, through, giving"
Happy,"no, have, yet, been, greeted, with, ecstatic, cries, of, e, author"
Happy,"his, delight, first, makes, itself, during, his, solo, for, even, though, technical, mistakes, keep, on, happening"
Happy,"i, achieved, a, specific, goal, in, what, i, feel, is, pretty, fine, form"
Happy,"actually, they, re, expecting, the, baby, to, come, on, my, birthday"
Happy,"the, day, i, finished, my, military"
Happy,Robert
Happy,"i, fell, over, head, and, ears, in, love, with, someone, who, appeared, to, be, in, love, with, me, it, made, me, so, happy, that, i, could, hardly, sleep, and, eat, for, one, week"
Happy,"but, it, was, not, a, happy, smile"
Happy,"how, about, seconds"
Happy,"when, i, fell, in, love, with, overnight, i, felt, confidence"
Happy,"delighted, to, be, taken, for, another, ride, in, another, car"
Happy,"my, being, admitted, to, university"
Happy,"nice, meeting, you"
Happy,"i, can, not, thank, you, enough, for, always, finding, a, way, to, make, me, feel, better"
Happy,"sir, i, am, writing, to, say, how, delighted, i, am, with, your, magazine"
Happy,"my, boyfriend, and, i, were, getting, dressed, up, and, putting, makeup, on, to, go, to, a, party, we, were, dressing, up, to, be, two, it, was, very, enjoyable, and, i, thought, we, looked, really, good"
Happy,congratulations
Happy,"when, s, mother, finally, went, inside, with, a, few, shakes, of, her, head, and, a, pleased, look, on, her, face"
Happy,"my, lord"
Happy,"when, i, read, the, newspaper, that, morning, i, found, my, number, on, the, admission, list, of, the, Chinese, university, i, was, satisfied, and, happy, and, the, anxiety, disappeared, i, only, wanted, to, cry, out, that, i, had"
Happy,"even, those, it, ll, be, very, romantic"
Happy,"let, s, see, you, re, a, it, says, that, you, will, be, feeling, stress, at, work"
Happy,"i, was, emotionally, happy, when, i, was, in, love, with, the, girl, i, had, for"
Happy,"it, s, time, i, left"
Happy,"i, feel, as, a, child, innocent, feelings, a"
Happy,"i, am, now, feeling, delighted, to, have, a, bigger, definition, of, magic"
Happy,"don, t, worry, i, will, call"
Happy,"i, felt, it, when, on, duty, in, the, hospital, i, understood, that, i, was, not, afraid, to, face, death"
Happy,"when, i, got, engaged, to, a, boy, of, my"
Happy,"whatever, i, want"
Happy,"typical, you"
Happy,"as, it, was"
Happy,"gasped, with, excitement, and, went, round, to, the"
Happy,"i, ll, give, it, a, try, give, me, a, call, and, let, s, go, down, together"
Happy,"some, horses, become, excited, and, upset, if, something, goes, a, bit, wrong, when, they, are, in"
Happy,"renewed, contact, with, an, earlier, friend"
Happy,"i, get, a, little, twitchy, when, i, feel, like, someone, is, depending, on, me, and, i, have, to, have, a, flawless, job, done, in, the, end"
Happy,"when, i, gave, birth, to, a, child, and, saw, that, it, was, normal, when, it, was, put, against, my"
Happy,"i, felt, this, emotion, when, my, name, was, announced, on, the, radio, that, i, had, been, selected, to, come, to, school, for, health, to, take, a, training, course, as, a, medical"
Happy,"the, seemed, delighted, to, see, them"
Happy,"china, winning, the, Asian, games"
Happy,"when, i, asked, my, girlfriend, to, marry, me"
Happy,"her, stumbling, masked, a, growing, delight, at, his, basic, error"
Happy,"why, not"
Happy,"it, feels, good, being, close, to, another, person"
Happy,"i, was, happy, when, at, difficult, times, i, could, find, support, in, my, friend, and, my, fiance"
Happy,"returning, to, the, in, a, state, of, excitement"
Happy,"is, only, friend, made, feel, special"
Happy,"e, did, an't, seem, too, pleased, about, something"
Happy,"if, you, do, an't, think, twice, about, the, rides, and, go, on, every, ride, that, you, can"
Happy,"i, unexpectedly, met, a, girl, with, whom, i, have, always, got, along, well, i, had, not, seen, her, for, several"
Happy,"at, an, important, moment, in, a, game, we, made, a, point, and, by, this, we, won, a, set, from, a, much, stronger"
Happy,"i, d, enjoy, that"
Happy,"the, day, that, my, boyfriend, appeared, at, home, with, a, pair, of, rings, for, our, wedding"
Happy,"the, made, their, home, in, the, former, quarter"
Happy,"i, agree"
Happy,"here, you, are"
Happy,"did, you, see, amble, last, night"
Happy,"i, will, remember, you, as, someone, who, i, could, feel, so, comfortable, around"
Happy,"she, was, with, excitement"
Happy,"my, feelings, exactly"
Happy,"i, m, delighted, that, you, were, pleased, with, the, response"
Happy,"well, that, s, great, it, s, nice, that, we, have, something, in, common"
Happy,nick
Happy,"meeting, new, people, is, a, good, thing"
Happy,mum
Happy,"e, i, am, so, excited, about, seeing, my, sons, again"
Happy,"i, passed, successfully, the, exam, for, a, participation, in, the, children"
Happy,"i, had, just, moved, to, the, town, where, i, study, and, i, got, a, from, a, good, friend, from, my, home"
Happy,"i, feel, just, as, determined, as, ever, if, not, more"
Happy,"she, could, not, convince, me, at, the, time, that, anything, bad, could, happen"
Happy,"hi, everything, is, perfect"
Happy,"hey, jane, how, are, you, doing, these, days"
Happy,"about, 80, million, dollars"
Happy,"every, time"
Happy,"the, day, i, was, told, that, i, had, passed, my, school, leaving, exams, and, i, was, selected, to, go, to, college"
Happy,"my, cousin, asked, me, to, be, a, for, her, this, made, really, happy, because, i, was, adopted, into, the, family, and, her, asking, me, made, me, realise, that, she, saw, me, as, a, cousin, and, not, just, another, person, there, were, other, cousins, she, could, have, asked, but, she, asked, me"
Happy,"sure, sounds, great, let, s, go"
Happy,"when, my, sister, s, first, child, came, home"
Happy,"her, headache, seemed, to, be, getting, worse, and, worse"
Happy,"i, am, all, about, women, i, truly, feel, that, they, are, the, more, intelligent, sex, but, what, is, enough"
Happy,"i, was, very, happy, when, my, scholarship, to, continue, studying, at, university, was, approved, after, it, had, been"
Happy,"could, play, on, the, excitement, of, a, commentary, to, sell, their, sets"
Happy,Christmas
Happy,"having, passed, the, exam, required, to, be, an, radioactive"
Happy,"hi, tom, want, to, go, to, play, bowling, tonight"
Happy,"i, got, a, good, reaction, from, my, tutor, and, tutorial, group, for, a, presentation, i, d, given, that, i, was, very, worried"
Happy,"family, member, survived, an"
Happy,"a, fellow, player"
Happy,"when, i, first, passed, a, job"
Happy,"that, s, right, i, have, a, lot, to, learn, from, you"
Happy,"mi, also, feeling, a, gorgeous, nail, of, the, day, coming, up, with, a, of, these, three, when, vie, my, pale, bod, in, some, fake, so, watch, out, for, that, coming, up, very, soon"
Happy,"when, i, entered, at, the, university"
Happy,"on, the, experience"
Happy,"my, mother"
Happy,"but, Richard, s, elation, at, his, health, was, short, lived, because, his, started, to, fail"
Happy,"when, i, got, the, scholarship, letter, from"
Happy,"e, what, is, it, asked, the"
Happy,"see, you, later, drive, carefully"
Happy,"when, i, heard, that, i, had, passed, my, exam"
Happy,so
Happy,"the, time, i, learnt, that, i, had, passed, my, school, leaving, certificate, examinations"
Happy,"i, resent, people, shaming, me, and, telling, me, how, to, feel, a, more, productive, alternative, give, me, the, facts, and, let, me, think, for, myself"
Happy,"i, felt, joy, when, i, passed, the, worst, phase, in, my, life, and, discovered, how, many, people, considered, me, important, to, them"
Happy,"really, going, to, miss, you"
Happy,Mary
Happy,"she, was, and, had, an, attractive, way, of, her, head, on, one, side, and, looking, up, with, big, dark, eyes, and, a, amused, smile"
Happy,"hello, sir, good, to, meet, you"
Happy,"finished, a, difficult"
Happy,"OK, bye"
Happy,"e, but, my, chairman, and, have, given, me, another, year, s, contract"
Happy,"when, i, heard, that, i, had, achieved, a, place, in, form"
Happy,"i, had, a, very, close, friend, who, went, to, Canada, after, her, bf"
Happy,"i, was, feeling, pretty, triumphant, i, had, held, a, little, conversation, with, the, cashier, and, she, did, t, realize, i, was, deaf"
Happy,"her, head, turned, on, the, pillow, as, she, to, distance, herself, from, the, increasingly, excited, voice, of, the, and, the, whine, of, the, engines"
Happy,"but, he, was, confronted, by, an, ecstatic, welcome, from, his, mother"
Happy,"when, i, got, my, results, i, had, made, it, to, the, second, year"
Happy,"after, completing"
Happy,"when, my, husband, and, i, decided, to, take, a, few, days, holiday, after, a, particularly, trying"
Happy,"when, i, was, a, student, at, the, doing, my, degree"
Happy,"do, an't, tell, me, you, have, a, record, player"
Happy,"breakfast, was, quite, a, social, affair, as, we, were, frequently, visited, by, new, found, friends, in, the, shape, of, two, fat, and, very, vocal"
Happy,"that, evening, she, felt, no, at, all"
Happy,"found, out, my, wife, pregnant"
Happy,"i, try, to, only, buy, that, i, would, use, in, a, project, or, that, i, feel, are, really, fab"
Happy,"see, you"
Happy,"i, m, honoured, to, know, you"
Happy,"when, i, am, with, friends, and, i, do, what, pleases, me, this, often"
Happy,"in, fact, they, encouraged, us, most, warmly"
Happy,"grind, al, was, pleased, that, he, could, turn, to, the, cabinet, and, take, up, the, feeding, glass, orange, juice"
Happy,"how, time, flies"
Happy,"with, a"
Happy,"good, idea, thanks, a, billion"
Happy,"good, luck, on, your, test, tomorrow, we, ll, be, crossing, our, fingers, for, you"
Happy,"discussing, psychology, with, my, friends, before, the, lecture"
